ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender,Married,Dependents,Education,Self_Employed,Property_Area,mobile_usage_score,transaction_stability_score,bank_balance,total_income,emi,income_to_emi_ratio,credit_utilization,stability_score,cibil_proxy_score,Approved
97211,51133,1066483,88,1,Male,No,2,Graduate,No,Rural,476,659,397667,148344,12119.125,12.239477728158745,2.3823131926186205,0.7277894736842105,303.46821418957836,1
34353,95854,1066387,342,1,Male,No,0,Not Graduate,No,Semiurban,806,857,99411,130207,3118.090643274854,41.745179891050114,7.137272356118358,0.9153684210526316,374.643574327121,1
159055,108260,2095532,205,1,Male,Yes,2,Graduate,No,Semiurban,441,825,558259,267315,10222.10731707317,26.14811639055855,3.4451311036910264,0.7866315789473683,359.13484064800156,1
182235,128995,353449,124,1,Male,Yes,0,Graduate,No,Urban,382,618,215857,311230,2850.3951612903224,109.15007650471048,1.329470354363436,0.6808421052631579,326.97458038223635,0
144405,60296,2114597,108,1,Male,No,3+,Graduate,Yes,Rural,468,867,745840,204701,19579.60185185185,10.45427518259048,2.6570629774829113,0.812842105263158,353.5490615584107,1
175130,139940,1055581,208,1,Male,Yes,0,Not Graduate,No,Urban,390,861,161765,315070,5074.908653846154,62.0716449972485,4.984681132387316,0.7856842105263158,371.49989008460375,1
174321,48365,1645809,13,0,Female,Yes,2,Not Graduate,No,Rural,716,503,535786,222686,126600.69230769231,1.7589496312480937,2.809573803402608,0.4378947368421052,235.53410582848275,0
162648,30579,1414487,101,1,Male,Yes,3+,Not Graduate,No,Rural,744,439,11168,193227,14004.821782178218,13.796191541282692,23.124623986398117,0.7197894736842105,310.16011532795164,0
108032,56869,784468,69,1,Female,Yes,2,Graduate,No,Urban,323,378,90511,164901,11369.101449275362,14.503036822992415,5.582965034765961,0.5611578947368421,239.48126828908255,0
33474,79281,2330242,227,1,Male,Yes,2,Graduate,No,Semiurban,369,898,221201,112755,10265.383259911894,10.982933049098701,8.592306075567567,0.7946315789473684,322.64737512771603,0
15600,100223,599938,244,1,Male,No,0,Not Graduate,Yes,Semiurban,611,587,707080,115823,2458.7622950819673,47.087070255355876,0.7924367305965023,0.7401052631578948,299.27158090033663,1
52813,124925,138744,174,1,Male,No,2,Graduate,No,Semiurban,373,668,797035,177738,797.3793103448276,222.62350451345398,0.16379960686394304,0.6990526315789474,299.82527236441837,1
94739,33728,1887804,60,1,Male,Yes,1,Graduate,No,Urban,838,477,490870,128467,31463.4,4.082931821360013,3.490310056020855,0.7654736842105263,311.69030899323576,1
152566,45480,1572573,140,1,Male,Yes,0,Graduate,No,Semiurban,560,553,269189,198046,11232.664285714285,17.62968831566853,4.926776925269981,0.7096842105263158,308.36545190495895,1
99324,140801,2231818,305,1,Female,Yes,3+,Graduate,No,Urban,568,561,249749,240125,7317.43606557377,32.8109718864059,7.4456228377742715,0.7155789473684211,321.72691856274946,1
19280,65971,1171451,82,1,Female,No,0,Not Graduate,No,Rural,303,678,169007,85251,14285.987804878048,5.9670380603875435,5.348920354143932,0.6811578947368422,268.73265688450994,0
53913,36235,91260,68,1,Female,No,0,Graduate,Yes,Semiurban,755,413,272422,90148,1342.0588235294117,67.12140854940435,0.2830452016301617,0.7123157894736842,280.1333122523466,0
196156,147843,99639,50,0,Male,No,3+,Not Graduate,Yes,Semiurban,768,809,396571,343999,1992.78,172.53608723128932,0.22312017573913218,0.5831578947368421,327.1858170064227,1
197784,67345,1111483,296,0,Male,No,0,Not Graduate,No,Rural,791,553,548198,265129,3755.010135135135,70.587935192156,1.8580520162220535,0.4826315789473684,264.7153935101435,1
84771,147757,661393,53,1,Male,No,0,Graduate,No,Semiurban,651,456,183494,232528,12479.11320754717,18.631882270056813,2.8325909873487114,0.6975789473684211,311.74792043543573,0
163922,137897,2309341,214,1,Male,No,0,Graduate,No,Semiurban,475,309,28639,301819,10791.31308411215,27.966108622656748,29.3663576596854,0.5801052631578947,282.07304011948145,0
148072,135916,340288,359,1,Female,Yes,2,Graduate,No,Semiurban,350,366,447716,283988,947.8774373259052,299.28838944714033,0.6836991376608347,0.5646315789473684,271.77811243643146,1
187284,87275,2207992,235,0,Female,No,2,Graduate,Yes,Semiurban,505,474,194211,274559,9395.710638297873,29.218628791333497,9.04132901466355,0.3590526315789474,217.5968832219466,1
179200,119767,581145,155,1,Male,No,0,Graduate,No,Urban,653,776,320524,298967,3749.3225806451615,79.7176758988474,1.5684409107102375,0.8329473684210527,385.305101767619,0
131317,144083,342534,83,1,Female,Yes,1,Not Graduate,No,Rural,375,855,569409,275400,4126.915662650603,66.71647933406689,0.5530013286858925,0.7784210526315789,358.2409614666578,1
88006,40369,722697,12,1,Female,Yes,1,Graduate,No,Urban,335,919,717473,128375,60224.75,2.131563326318062,0.9416578824271342,0.7927368421052632,326.14134323994983,1
130931,5662,403145,66,0,Male,No,1,Graduate,No,Semiurban,441,493,427487,136593,6108.257575757576,22.35836323909814,0.8443057088465236,0.3468421052631579,176.9821102019433,1
74039,48127,1033200,343,1,Female,Yes,1,Not Graduate,No,Rural,345,714,742335,122166,3012.2448979591836,40.543004016281856,1.3039938914726725,0.7095789473684211,289.89891539047096,1
79396,95534,859625,61,0,Male,No,3+,Not Graduate,No,Urban,309,474,215251,174930,14092.213114754099,12.412357535193083,3.2407983381778016,0.2971578947368421,167.14379589456226,1
127617,82092,1346146,18,1,Male,Yes,0,Graduate,Yes,Rural,615,392,570449,209709,74785.88888888889,2.8040877634522983,2.1696319923152427,0.6592631578947368,290.10363212858147,0
120708,12087,1365814,295,0,Male,Yes,0,Graduate,No,Urban,784,652,783709,132795,4629.877966101695,28.675987787211707,1.6382382821823922,0.5221052631578947,246.6927413869456,1
122483,84116,52425,157,0,Male,Yes,1,Graduate,No,Urban,624,718,172555,206599,333.9171974522293,616.8659046822106,0.23555974927546,0.49936842105263163,257.4684854685912,1
86165,26159,355936,136,0,Male,No,0,Graduate,No,Semiurban,359,794,590680,112324,2617.176470588235,42.90161540362624,0.5555597177998377,0.4476842105263158,213.08510078351804,0
90690,75825,446579,261,1,Female,Yes,0,Graduate,No,Semiurban,520,375,379118,166515,1711.0306513409962,97.2616932235252,1.0406904394595426,0.6221052631578947,264.0017109608589,0
16885,86355,527074,194,1,Male,No,0,Graduate,No,Rural,323,785,704604,103240,2716.8762886597938,37.98554056001881,0.6984776120985311,0.7325263157894737,294.6437431438553,0
126328,95500,279237,330,1,Male,Yes,0,Graduate,No,Semiurban,704,497,244338,221828,846.1727272727272,261.8450675508912,0.9486950376777719,0.7315789473684211,322.7605991293601,1
121520,61883,820855,174,1,Male,Yes,3+,Graduate,No,Urban,451,480,768444,183403,4717.557471264367,38.86844679055186,1.0029458338017017,0.6445263157894736,278.15098967272854,1
188045,61248,1396699,260,1,Male,Yes,0,Graduate,No,Urban,551,320,638621,249293,5371.919230769231,46.398054631524616,2.0282550198149636,0.6087368421052631,279.8151579771515,0
108291,101785,806786,317,1,Female,Yes,1,Graduate,Yes,Urban,886,432,564071,210076,2545.0662460567823,82.51002907931206,1.3138317881808455,0.7616842105263157,331.0742346444067,0
101513,112376,856233,173,1,Male,No,2,Graduate,No,Semiurban,681,616,23339,213889,4949.323699421965,43.20707351419771,11.67500238617925,0.7744210526315789,338.64251091917924,1
27521,121161,1200410,110,1,Female,No,0,Graduate,No,Urban,797,422,66133,148682,10912.818181818182,13.623279912038116,10.33651072477246,0.7293684210526317,302.2062622831721,0
51397,50032,1393574,351,1,Male,Yes,0,Graduate,No,Semiurban,527,508,529993,101429,3970.296296296296,25.54052692935416,2.4027427917233486,0.6803157894736842,271.196982500369,0
77536,63611,860869,90,1,Male,Yes,0,Not Graduate,No,Rural,904,644,383124,141147,9565.211111111112,14.75474441872377,1.9875809237077604,0.8566315789473684,352.4684149895946,1
84783,49601,593467,25,1,Male,No,1,Graduate,Yes,Semiurban,764,363,258581,134384,23738.68,5.660733421848988,1.9232130299662,0.6941052631578948,284.0316716257638,1
82096,79131,1052983,213,0,Male,No,0,Graduate,No,Semiurban,635,868,673548,161227,4943.582159624413,32.60679968400943,1.455304969400786,0.5660000000000001,273.2742011415571,1
87909,19083,109361,355,1,Female,Yes,1,Graduate,Yes,Urban,676,500,384803,106992,308.05915492957746,346.18615334135404,0.2515185037821726,0.724,289.8711290822101,1
157249,64513,1256799,42,0,Male,No,0,Not Graduate,No,Rural,705,793,367197,221762,29923.785714285714,7.410646215392401,3.0124833112414517,0.5565263157894736,284.6684063063506,1
39255,28306,2356348,307,0,Male,Yes,0,Graduate,No,Urban,404,720,258395,67561,7675.400651465798,8.801129991449747,7.640681593411047,0.4307368421052632,194.09945932334375,0
76468,79861,1024938,300,1,Male,Yes,0,Graduate,Yes,Semiurban,463,788,785297,156329,3416.46,45.74420768641038,1.2270342165720696,0.778,326.4982852764021,0
45131,127578,315354,335,1,Female,No,0,Not Graduate,No,Urban,746,487,291832,172709,941.355223880597,183.27377577299177,0.9225408972828758,0.7406315789473684,313.4652313505628,0
71942,147809,1782346,158,1,Male,No,0,Graduate,No,Urban,586,411,207631,219751,11280.67088607595,19.478586303312643,6.918212482193525,0.6581052631578947,292.41954619919943,0
141643,66942,360803,100,0,Female,No,3+,Graduate,No,Urban,809,392,539490,208585,3608.03,57.795307880510826,0.6120595769224245,0.42052631578947364,224.06083314278436,0
23651,8449,524417,190,1,Female,Yes,0,Graduate,Yes,Urban,641,449,27277,32100,2760.0894736842106,11.625845633016715,6.7861977043622295,0.6914736842105262,257.061963918227,0
77803,34180,409039,61,1,Male,Yes,1,Not Graduate,No,Rural,342,654,476395,111983,6705.55737704918,16.697538499144464,0.7770571528984888,0.6833684210526316,276.37127119796924,1
19381,15722,2214981,305,1,Male,No,1,Not Graduate,No,Urban,732,705,451705,35103,7262.232786885246,4.8329719052077245,4.414907166562023,0.8280000000000001,314.01923736515647,0
191656,113901,2454127,242,1,Male,Yes,1,Graduate,No,Rural,696,789,195271,305557,10141.020661157025,30.12782267051124,10.005777283086871,0.8520000000000001,394.67177909537963,0
149542,147700,1445615,180,0,Male,Yes,1,Not Graduate,No,Semiurban,537,926,615254,297242,8031.194444444444,37.00632523974699,2.1730271445192364,0.5594736842105263,306.6057438935087,1
60065,83097,1563267,191,1,Female,No,0,Not Graduate,Yes,Urban,813,839,34910,143162,8184.643979057591,17.48939977920737,18.410870333294078,0.9100000000000001,375.7433170860191,0
51666,26527,1631372,259,1,Male,Yes,1,Graduate,No,Urban,527,532,785334,78193,6298.733590733591,12.412112174872872,1.9529577390600645,0.690421052631579,269.3440668117733,1
33301,3173,1545210,194,1,Female,Yes,0,Graduate,No,Urban,374,606,684817,36474,7965.0,4.5787095154406225,2.1028500973711823,0.6732631578947368,252.3013791885798,1
102482,146413,1383051,304,1,Male,Yes,2,Graduate,No,Rural,378,920,140277,248895,4549.5098684210525,54.69606861579277,7.268618908223274,0.8067368421052632,363.0864800444582,1
154398,47454,2467410,333,1,Male,No,0,Graduate,No,Urban,886,762,393845,201852,7409.639639639639,27.238134603157622,5.559170431118972,0.9006315789473684,386.6819046985033,0
123078,16801,1846173,342,1,Female,Yes,2,Graduate,No,Rural,544,570,157590,139879,5398.166666666667,25.907516592066674,8.89336191531384,0.7117894736842105,294.1881043899587,0
177991,26550,266674,227,1,Male,Yes,1,Not Graduate,No,Urban,569,841,494984,204541,1174.7753303964757,173.96265656554303,0.4893244572317719,0.8337894736842106,361.58238198747875,0
78606,38288,1010258,270,0,Male,Yes,1,Graduate,No,Urban,498,388,281993,116894,3741.696296296296,31.232563570727383,3.0430099429807256,0.32063157894736843,160.6005735282625,1
66450,98380,2437527,120,0,Male,Yes,0,Graduate,Yes,Urban,779,737,390799,164830,20312.725,8.114218342524575,5.529792490454833,0.5563157894736842,269.2877729794815,0
103439,133767,1038968,25,1,Male,Yes,1,Graduate,No,Semiurban,693,916,765572,237206,41558.72,5.707593795145876,1.273913278042895,0.9045263157894736,398.7165268905593,1
52386,41254,549832,151,1,Female,No,2,Graduate,No,Semiurban,884,642,495152,93640,3641.271523178808,25.709231012594934,1.0085847616811459,0.8494736842105264,337.24296888793697,1
195494,103086,2177800,315,1,Male,Yes,0,Graduate,Yes,Rural,881,698,693722,298580,6913.650793650793,43.180777874446484,2.9282446935817417,0.8721052631578947,400.0542893054273,0
49366,9742,1576525,58,1,Female,Yes,0,Graduate,No,Urban,943,338,501577,59108,27181.46551724138,2.1744900205063735,2.858213812396093,0.7401052631578947,282.422475491544,0
103590,1515,1428298,201,1,Male,Yes,0,Graduate,Yes,Urban,513,693,379561,105105,7105.960199004975,14.789023303481487,3.3250178670782495,0.7537894736842106,302.7795706425311,1
111572,8240,1079204,78,1,Male,Yes,0,Graduate,No,Rural,679,488,12032,119812,13835.948717948719,8.658845417601702,17.39753675522311,0.7198947368421051,291.48570470313433,0
25553,138469,354712,161,1,Male,Yes,2,Graduate,No,Semiurban,525,946,71335,164022,2203.1801242236024,74.41406362276082,2.923410392714386,0.8641052631578947,363.90229114627505,1
101657,87259,990681,61,1,Female,No,0,Not Graduate,No,Rural,757,507,426607,188916,16240.672131147541,11.631560991660795,2.078611938137711,0.7525263157894737,322.5621113886533,0
99119,120775,1121819,267,1,Male,No,2,Graduate,No,Semiurban,786,504,403160,219894,4201.5692883895135,52.32370602609782,2.4755472680730866,0.7604210526315789,333.73179731571986,1
62996,3258,2331546,293,1,Male,No,2,Graduate,No,Semiurban,463,556,401686,66254,7957.494880546075,8.324940958616782,5.16187351390125,0.6803157894736842,262.4339893282932,0
38674,3334,802813,275,1,Male,Yes,1,Graduate,No,Urban,858,753,676355,42008,2919.32,14.384724961648038,1.1052625782158862,0.8880000000000001,339.9679713481894,1
23357,127318,415607,257,1,Male,No,1,Graduate,No,Rural,488,918,76654,150675,1617.147859922179,93.11571811938519,3.281436038340676,0.8406315789473684,350.9004334385935,1
16587,15391,1097443,93,1,Female,No,1,Graduate,No,Urban,939,525,527000,31978,11800.462365591398,2.7096641932474195,1.9019809358752167,0.8175789473684212,307.58018324539137,0
104075,23309,2492819,196,1,Male,Yes,1,Graduate,Yes,Rural,853,435,596705,127384,12718.464285714286,10.014887194822332,3.8546462451968053,0.7525263157894737,305.93319039748997,0
31620,77841,1231398,48,0,Female,Yes,0,Graduate,Yes,Urban,311,796,516551,109461,25654.125,4.2666328852422275,2.173498943607901,0.43336842105263157,206.68929696115404,1
192476,90984,978856,142,1,Male,No,2,Not Graduate,Yes,Rural,558,652,188687,283460,6893.352112676056,41.1148133091181,4.101002568216954,0.7507368421052631,347.6905698523559,1
60278,34332,1683867,188,1,Male,Yes,3+,Graduate,No,Rural,552,595,325113,94610,8956.739361702128,10.561816567748677,4.488959326922821,0.7248421052631578,287.770651286712,0
135716,66703,1639498,244,0,Male,Yes,0,Not Graduate,No,Rural,834,944,43620,202419,6719.254098360656,30.12073606701542,17.512262337107455,0.6608421052631579,322.1796066779935,0
139595,101230,783250,45,1,Female,No,3+,Graduate,No,Semiurban,770,622,141723,240825,17405.555555555555,13.835304706400526,4.0853210099988,0.8050526315789475,357.83426668557684,0
106668,66427,2421371,294,1,Male,Yes,3+,Graduate,No,Semiurban,332,702,642527,173095,8235.955782312925,21.014438413240477,3.496428298102457,0.700421052631579,299.4407833154362,0
178468,57397,1502715,171,1,Male,No,0,Graduate,Yes,Rural,846,937,493942,235865,8787.807017543859,26.836975658832408,2.7626382959947935,0.9616842105263159,421.1671999866857,0
35478,10769,191122,318,1,Male,Yes,2,Not Graduate,No,Semiurban,441,435,692105,46247,601.0125786163522,76.82065399080652,0.25754037501431737,0.622421052631579,233.29721948056834,1
58295,67781,1048543,195,1,Male,Yes,1,Graduate,No,Semiurban,540,886,553382,126076,5377.1435897435895,23.44228968531702,1.7377764003566563,0.843578947368421,345.3924599051211,1
61700,120412,2311017,202,0,Male,Yes,0,Not Graduate,No,Urban,410,924,192555,182112,11440.678217821782,15.91654620354021,9.527806064603904,0.5185263157894737,260.3896876347712,0
40051,94013,1013726,253,1,Female,Yes,0,Graduate,Yes,Semiurban,402,605,650560,134064,4006.822134387352,33.45058625474492,1.4470223820943244,0.6816842105263158,281.04831248389985,0
69533,133957,1441137,297,1,Male,No,0,Not Graduate,No,Urban,642,518,550036,203490,4852.313131313132,41.928059141105315,2.401750894946303,0.720842105263158,313.9085993059193,1
72847,18925,1550938,66,1,Male,No,2,Not Graduate,No,Semiurban,355,405,153263,91772,23499.060606060608,3.9051814179718423,7.6302032342334805,0.5826315789473684,229.15635989730617,0
156488,1652,1775772,189,1,Male,No,0,Not Graduate,No,Urban,352,331,3960,158140,9395.619047619048,16.82945740362542,32.90904373610081,0.5505263157894738,233.12004591988838,0
70800,82223,2187175,22,1,Male,Yes,2,Graduate,No,Semiurban,810,939,611008,153023,99417.04545454546,1.5391873708678276,3.3088480018396145,0.9511578947368422,395.43708114202025,1
177191,26790,415501,177,0,Male,Yes,1,Not Graduate,No,Rural,523,580,576919,203981,2347.463276836158,86.85722362020603,0.6627666413045386,0.4093684210526316,220.01150348921686,0
157944,89098,1316027,295,1,Female,Yes,1,Graduate,No,Semiurban,721,734,71825,247042,4461.108474576271,55.36440931626152,10.802602093166428,0.8367368421052632,372.9287785136023,0
181803,135585,1356799,313,0,Male,Yes,0,Graduate,No,Rural,941,456,371856,317388,4334.821086261981,73.20135994671037,3.2162609990138815,0.4891578947368421,280.1037228684807,0
34466,50570,423369,110,1,Female,No,0,Graduate,No,Urban,333,510,731066,85036,3848.809090909091,22.088368018248836,0.5420399812563855,0.6198947368421053,243.02664996107012,1
197145,82424,1700108,146,0,Male,Yes,0,Graduate,No,Semiurban,816,832,633986,279569,11644.575342465754,24.006456682354518,2.4855888863222346,0.6080000000000001,320.426974786754,1
128583,102254,339474,203,1,Female,Yes,0,Graduate,No,Semiurban,371,726,653690,230837,1672.2857142857142,137.95432425510117,0.4824198155437764,0.722842105263158,323.5574194701485,1
196737,22505,1167805,149,1,Male,Yes,0,Graduate,Yes,Semiurban,794,442,314427,219242,7837.61744966443,27.96947311281095,3.204496373759354,0.736842105263158,323.71195306417206,1
80645,134606,859109,73,1,Female,No,0,Graduate,No,Semiurban,498,303,96931,215251,11768.616438356165,18.288701346164142,5.847023432767762,0.5848421052631578,261.3473082667377,1
191304,30418,429713,118,1,Male,Yes,0,Graduate,No,Urban,387,832,280860,221722,3641.635593220339,60.86856462190954,1.2987759173064135,0.7725263157894737,341.73298641361765,0
123892,121241,2064684,152,1,Male,No,1,Graduate,No,Semiurban,448,352,549504,245133,13583.447368421053,18.045121259024928,3.4439870292775363,0.5896842105263158,271.4564891329202,1
28287,98997,648091,192,1,Male,No,0,Not Graduate,No,Urban,536,323,672627,127284,3375.4739583333335,37.697314290209675,0.896854116992584,0.6052631578947368,246.68214066565747,1
90873,21144,675337,332,1,Male,No,0,Not Graduate,Yes,Semiurban,774,495,515223,112017,2034.1475903614457,55.04121692722324,1.1948151437574197,0.752842105263158,302.5551281067923,0
40491,108722,2143262,201,0,Male,Yes,2,Not Graduate,No,Rural,742,903,30917,149213,10662.995024875621,13.992223332056584,26.48716586131468,0.6145263157894737,289.6445863592026,0
189136,29471,2199548,146,1,Male,Yes,1,Not Graduate,Yes,Urban,773,718,472384,218607,15065.397260273972,14.509573604328603,4.210596036632056,0.846421052631579,369.2215372670358,0
71326,89914,134453,241,1,Female,Yes,3+,Graduate,No,Semiurban,314,327,149731,161240,557.896265560166,288.49718621467923,0.6731704142071085,0.5368421052631579,228.47758760669535,1
56136,143952,730796,281,1,Female,No,1,Graduate,No,Semiurban,933,896,487722,200088,2600.697508896797,76.90671160493355,1.3590591420845717,0.9718947368421054,415.54738742897825,1
117286,142972,1786712,161,0,Male,No,0,Graduate,No,Semiurban,582,910,329703,260258,11097.590062111802,23.449645274174493,4.705551444155037,0.5669473684210526,299.79651107258326,1
93654,130685,1956440,182,1,Female,Yes,3+,Graduate,No,Urban,372,752,426405,224339,10749.670329670329,20.86744297058911,4.106673943388503,0.7341052631578947,326.5397078956737,1
32940,74109,2498505,87,1,Male,Yes,2,Graduate,No,Semiurban,903,347,477070,107049,28718.44827586207,3.7274044741998695,4.740366554727076,0.7312631578947368,291.48597742935453,0
166051,83930,1408912,312,1,Male,Yes,1,Not Graduate,No,Rural,815,309,510447,249981,4515.74358974359,55.34540427923453,2.5139076487161143,0.6874736842105262,311.069380132159,0
171472,45040,68333,313,1,Male,No,1,Graduate,Yes,Semiurban,353,867,4090,216512,218.31629392971246,987.2134720158494,1.2633203919393603,0.7765263157894737,342.2507953851453,1
152448,138143,2190396,72,1,Male,Yes,0,Not Graduate,No,Semiurban,583,834,772934,290591,30422.166666666668,9.55163554089811,2.6616909740027754,0.8352631578947369,384.52317622933026,0
129099,71584,444561,132,1,Male,Yes,0,Graduate,No,Urban,889,840,460118,200683,3367.8863636363635,59.56953673658007,0.8714865972186827,0.934421052631579,400.4023833333816,0
89473,115743,345951,106,1,Male,No,2,Not Graduate,No,Rural,743,616,405725,205216,3263.688679245283,62.85928618695764,0.759122277689396,0.794,344.13321767734806,0
115337,53949,1701653,333,0,Male,Yes,1,Graduate,Yes,Urban,426,686,302794,169286,5110.069069069069,33.121446357373095,4.823361508415676,0.4233684210526316,217.39854902993693,1
111384,111063,1529350,34,0,Male,Yes,0,Not Graduate,No,Urban,755,412,83604,222447,44980.882352941175,4.945257698524373,11.446887817730008,0.4118947368421053,224.42184696940313,1
45582,33662,196977,84,1,Female,Yes,0,Graduate,No,Semiurban,422,323,504001,79244,2344.964285714286,33.77886035288565,0.3555535098312097,0.5692631578947369,219.9178494933327,1
30135,110069,464741,121,1,Male,Yes,0,Graduate,No,Semiurban,528,443,290632,140204,3840.8347107438017,36.49402188176276,1.3643492097043144,0.6532631578947368,270.0477660184142,1
61852,6894,1494985,206,1,Female,No,0,Graduate,No,Semiurban,427,703,725579,68746,7257.208737864078,9.47148290753489,1.927572819790118,0.7308421052631578,284.3081486455586,1
99051,15722,675605,98,0,Male,Yes,0,Graduate,No,Urban,750,561,526383,114773,6893.928571428572,16.64600275564856,1.172145951563457,0.4730526315789474,221.82305871609557,1
44657,52831,1725800,198,1,Male,Yes,2,Graduate,No,Urban,905,701,352697,97488,8716.161616161617,11.18345675950957,4.285604312920136,0.8809473684210527,351.1953625688509,1
34733,72305,1058819,272,0,Male,Yes,0,Graduate,No,Semiurban,328,586,25367,107038,3892.716911764706,27.489928627473937,14.048841004683748,0.3503157894736842,171.43311195885303,0
172607,106711,1490958,300,1,Female,Yes,0,Graduate,No,Urban,692,662,443662,279318,4969.86,56.19108162370294,3.0202000559086986,0.7972631578947369,365.1115899598545,1
84374,53857,1213643,46,1,Male,No,0,Not Graduate,No,Semiurban,461,918,676262,138231,26383.543478260868,5.239090079913388,1.671081510529258,0.8321052631578947,344.28380480935937,1
123082,2765,944702,60,1,Male,No,1,Graduate,Yes,Semiurban,788,710,370231,125847,15745.033333333333,7.99229858948603,2.2480540464649206,0.8477894736842104,345.5328060192247,0
111945,48809,888895,45,1,Female,Yes,1,Graduate,No,Urban,390,920,520206,160754,19753.222222222223,8.137703332058406,1.5589015198016156,0.8105263157894738,341.6259859099895,0
150998,65876,1758341,328,1,Female,Yes,1,Not Graduate,No,Semiurban,538,929,94817,216874,5360.795731707317,40.44801608489147,12.141813461126802,0.8610526315789475,376.3200954143789,0
151865,81557,1310244,238,1,Male,Yes,3+,Graduate,No,Rural,433,701,325384,233422,5505.226890756303,42.39236860941241,3.490409820343968,0.7318947368421053,327.60580503801816,0
69766,96601,1506021,196,0,Male,Yes,3+,Not Graduate,No,Rural,867,947,634490,166367,7683.780612244898,21.648893884480124,2.200208914666394,0.6725263157894736,317.4381573577468,0
171862,37149,1464407,287,1,Male,Yes,2,Graduate,No,Urban,353,461,338870,209011,5102.463414634146,40.95473662075492,3.76580091032993,0.605578947368421,269.24680500039074,0
83681,91560,558711,215,1,Male,No,2,Graduate,No,Semiurban,678,638,708156,175241,2598.655813953488,67.4093082089579,0.7369340874437451,0.7827368421052632,332.04981056056124,1
169513,94738,2287412,93,1,Female,Yes,0,Graduate,No,Rural,378,348,327576,264251,24595.827956989247,10.74329586164839,6.05814988240778,0.5658947368421052,266.98667686465427,0
89898,116497,1429682,189,1,Male,Yes,1,Graduate,Yes,Semiurban,689,359,649173,206395,7564.455026455026,27.28124075528492,2.0448186643362947,0.6687368421052631,292.715344015653,1
35533,78307,1809257,256,1,Male,Yes,0,Graduate,No,Urban,799,386,515035,113840,7067.41015625,16.105460419460925,3.202026423141929,0.714842105263158,287.0800147180985,0
155602,121577,2210672,24,1,Male,No,2,Not Graduate,Yes,Urban,789,387,758077,277179,92111.33333333333,3.0091410126041755,2.7357194920781063,0.7121052631578948,328.55438619595765,0
20579,33240,2315533,223,0,Male,Yes,0,Graduate,No,Semiurban,321,566,426377,53819,10383.556053811659,5.182599980308806,4.860715357794352,0.3396842105263158,153.19470517492397,1
157885,106755,1683741,184,0,Male,No,0,Not Graduate,No,Rural,802,768,374422,264640,9150.766304347826,28.9168223050314,3.96713883823176,0.5766315789473684,303.5880103214826,0
22985,6876,1978433,36,1,Male,Yes,0,Graduate,No,Rural,492,940,282857,29861,54956.47222222222,0.5433474065047267,5.943792679739348,0.8511578947368421,323.77871042249774,1
53260,15419,1205889,103,1,Male,No,1,Graduate,No,Rural,743,938,521857,68679,11707.660194174758,5.865658312824629,2.10872473363096,0.9295789473684211,364.9156953252309,1
126622,129708,1857592,168,0,Male,No,1,Not Graduate,Yes,Urban,926,416,784059,256330,11057.095238095239,23.180303160795795,2.2271709795110417,0.46757894736842104,255.3232776062033,0
189184,71253,837881,131,0,Male,Yes,0,Not Graduate,No,Semiurban,377,583,134673,260437,6396.038167938931,40.71212226077908,4.53710612812918,0.3645263157894737,216.99314009256335,1
90568,93126,1793866,112,0,Male,Yes,1,Graduate,No,Urban,535,580,749140,183694,16016.660714285714,11.468216444125849,2.2447456015216356,0.4131578947368421,216.22679439236106,1
37321,90510,260421,237,1,Male,Yes,0,Graduate,No,Urban,863,363,781446,127831,1098.8227848101267,116.22872499597172,0.3132145683544091,0.7253684210526316,294.69963269878116,0
58088,104229,2289982,152,1,Male,No,2,Graduate,No,Urban,391,325,615241,162317,15065.671052631578,10.773249076254928,3.4423344321832237,0.5603157894736842,238.0331432185312,1
180782,36834,649336,185,0,Female,No,0,Graduate,No,Rural,469,529,464443,217616,3509.9243243243245,61.98253790100705,1.2622117513504898,0.3708421052631579,207.8883844245759,1
149446,26739,1658580,289,1,Female,Yes,0,Not Graduate,No,Urban,656,856,690392,176185,5739.031141868512,30.69408434300719,2.240137656808826,0.867578947368421,367.6957200290599,0
33573,6382,77407,44,1,Female,Yes,1,Graduate,No,Semiurban,947,550,209330,39955,1759.25,22.69848032949865,0.29848841244746077,0.8306315789473684,315.03317035366854,1
86205,129715,431503,137,1,Male,Yes,1,Graduate,Yes,Semiurban,491,549,507160,215920,3149.6569343065694,68.53173941247336,0.774468734295355,0.6862105263157894,303.696580972697,1
63939,33538,2467233,37,0,Male,Yes,2,Graduate,No,Urban,550,947,644299,97477,66681.97297297297,1.4617974522447887,3.553559777559812,0.5724210526315789,259.8674970983493,0
47898,86275,2091743,334,1,Male,No,1,Graduate,No,Semiurban,817,545,644231,134173,6262.703592814371,21.420713482343146,3.0130360067470336,0.7874736842105263,322.4517066915972,1
171598,68234,595081,76,1,Female,Yes,3+,Graduate,No,Urban,377,746,469192,239832,7830.013157894737,30.625922235645387,1.146167506433073,0.7331578947368421,330.1505928484803,1
129276,24353,370573,297,1,Male,Yes,0,Graduate,No,Urban,512,937,308392,153629,1247.7205387205388,123.02912880524173,1.0339879238375858,0.8562105263157895,357.9949425169251,1
